,NAME,OBJNAME_super,OBJNAME_recipe,MAIN_ID,CIVIL,RA,DEC,FILENAME,SNRH_pix,SNRH_res,SNRK_pix,SNRK_res,U,B,V,R,G,I,PASTEL_Teff,PASTEL_logg,PASTEL_[Fe/H],PASTEL_Flag,FILE_URL,CAL_URL,RAW_URL
0,HD 282630,LkCa 19,LkCa 19,HD 282630,20141125,74.15716666666667,30.321944444444444,SDCH_20141125_0127.fits,49.88011169433594,96,43.99728012084961,84,,12.170000076293944,11.119999885559082,10.550000190734863,10.340399742126465,,,,,,https://utexas.box.com/shared/static/ocd0q79dahy6zpoghsdm2imvkev7me38.gz,https://utexas.box.com/shared/static/zpg3qqqlcawtlh3k571ywu8afxwr5ptb.gz,https://utexas.box.com/s/pmel1g5f3ij38rnu1yfty3l9ewjwms8k
1,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20141127,68.51770833333333,24.58383333333333,SDCH_20141127_0104.fits,59.68635559082031,115,50.79709243774414,97,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/y5vynuy46wo01dnqi5ni2zxv3rsi0kd1.gz,https://utexas.box.com/shared/static/wkwhqylttpcpw3ifxtp7ho0zo191h69c.gz,https://utexas.box.com/s/4szm51p24fvn7suygk5ul2ai94mvigz9
2,V* V1095 Tau,LkCa 1,LkCa 1,V* V1095 Tau,20141127,63.54595833333333,28.350444444444445,SDCH_20141127_0112.fits,61.84138488769531,119,59.03508377075195,113,,15.31999969482422,13.8100004196167,13.619999885559082,12.519000053405762,,,,,,https://utexas.box.com/shared/static/v24kuk9oozwfllig1ed31u7zwqgk0s1q.gz,https://utexas.box.com/shared/static/wkwhqylttpcpw3ifxtp7ho0zo191h69c.gz,https://utexas.box.com/s/4szm51p24fvn7suygk5ul2ai94mvigz9
3,L 1551-51,L1551-51,L1551-51,L 1551-51,20141129,68.25654166666665,17.98363888888889,SDCH_20141129_0129.fits,48.08128356933594,93,43.86187744140625,84,,13.289999961853027,,,11.64780044555664,,,,,,https://utexas.box.com/shared/static/j9ie8gkof7ncwbc3s2t3x4wcu09kchv5.gz,https://utexas.box.com/shared/static/gj7lu2x64ngonwx3igtis8gaz9169hav.gz,https://utexas.box.com/s/io5r8rqtxffztqorjrh58stf3xgentkv
4,HD 283572,HD 283572,HD 283572,HD 283572,20141130,65.72320833333332,28.33647222222222,SDCH_20141130_0145.fits,74.83928680419922,144,66.74883270263672,128,,9.800000190734863,9.029999732971191,9.140000343322754,8.80346965789795,,,,,,https://utexas.box.com/shared/static/h22ss8iqg7mwyuuibwp921ctdiiadpho.gz,https://utexas.box.com/shared/static/nqlk0kd1dxy3x2x5vrtij7iz0cpr2u1x.gz,https://utexas.box.com/s/5pu2aajnfb04d2os5v94f8yzxvg0ary7
5,HD 282630,LkCa 19,LkCa 19,HD 282630,20141130,74.15220833333332,30.334055555555555,SDCH_20141130_0231.fits,62.0421142578125,120,51.0505485534668,98,,12.170000076293944,11.119999885559082,10.550000190734863,10.340399742126465,,,,,,https://utexas.box.com/shared/static/wtjyem6s2342lvkli76zgxf2fyo7979v.gz,https://utexas.box.com/shared/static/nqlk0kd1dxy3x2x5vrtij7iz0cpr2u1x.gz,https://utexas.box.com/s/5pu2aajnfb04d2os5v94f8yzxvg0ary7
6,V* V1076 Tau,L1551-55,L1551-55,V* V1076 Tau,20141207,68.40816666666666,18.079916666666666,SDCH_20141207_0054.fits,36.99308776855469,71,37.98990631103516,73,,14.720000267028809,,,12.400799751281738,,,,,,https://utexas.box.com/shared/static/4hp7yum3viqlzd57kgi3pp4kluipgxu3.gz,https://utexas.box.com/shared/static/gejek85lokfbmiw6t8r4up774jcybnar.gz,https://utexas.box.com/s/8s1u73ka54xzhlp6hoi263mhjmah7rhk
7,HD 283572,HD 283572,HD 283572,HD 283572,20150106,65.73229166666665,28.32986111111111,SDCH_20150106_0077.fits,134.08334350585938,259,117.55709075927734,225,,9.800000190734863,9.029999732971191,9.140000343322754,8.80346965789795,,,,,,https://utexas.box.com/shared/static/eoggk4c070k7iyvxujbn9rpf0jaakc1x.gz,https://utexas.box.com/shared/static/f58cqsdsx4dsvgtrtt8sm1kcwl7nl9jx.gz,https://utexas.box.com/s/a4oxlvkgo0uox8ugx0a3su21alnakxbe
8,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20150922,68.532125,24.58736111111111,SDCH_20150922_0088.fits,46.337738037109375,88,33.208858489990234,63,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/w344ptflpacb8s01ab0z6ahu9w9k654z.gz,https://utexas.box.com/shared/static/noo2ytn5hyxjzza1y9at0iqgpw65xhm5.gz,https://utexas.box.com/s/qycev9u866gz6mexdln66tp7u1cuvd86
9,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20150923,68.54204166666666,24.58497222222222,SDCH_20150923_0077.fits,47.88726806640625,91,44.42032623291016,85,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/7wjts9ax5im12ee46gk8id4osytyl9q9.gz,https://utexas.box.com/shared/static/61cqikjre260ix770twtr3j9n01bz8kw.gz,https://utexas.box.com/s/wphblfu758i7nr11tnthv5ib3014etfq
10,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20150925,68.53062499999999,24.57986111111111,SDCH_20150925_0105.fits,53.36426544189453,103,40.08964538574219,77,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/zze4rlzm5w7mrtpu7q6g8u41dvbjf35g.gz,https://utexas.box.com/shared/static/aup1kv8gqxdv7fxrvgi5yl762be7ur0q.gz,https://utexas.box.com/s/eyc7hmdlo8ucij7pvi3hmtgcbrlmhmr1
11,2MASS J04144739+2803055,XEST 20-066,XEST 20-066,2MASS J04144739+2803055,20150928,63.95566666666666,28.09911111111111,SDCH_20150928_0097.fits,27.98973274230957,53,26.728946685791016,51,,,,,14.264699935913086,,,,,,https://utexas.box.com/shared/static/2po6d3j01hyf1z1aslu7b3wdf4umn0nn.gz,https://utexas.box.com/shared/static/psq3x0xuxc77mr2p7wqq160d61qiuka9.gz,https://utexas.box.com/s/qfle3cwpnir7u45obj0slajltlix9opi
12,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20150930,68.53729166666665,24.58213888888889,SDCH_20150930_0120.fits,52.911808013916016,101,42.83971405029297,82,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/ggzv75dt7woo9l8iccd71ykirg1vm1rx.gz,https://utexas.box.com/shared/static/r4y1v3q63ahu0eeccmcml2g2u88hyg6n.gz,https://utexas.box.com/s/thqgbrkckihxtckred2jn8suvgilr2ah
13,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151001,68.54529166666664,24.586388888888887,SDCH_20151001_0145.fits,61.08432769775391,117,54.07373809814453,103,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/xmol4gwvv8iyme0mrea9dkoixr99p7nu.gz,https://utexas.box.com/shared/static/jjwf38k4yar1bjesvpa0qfao56efvjpv.gz,https://utexas.box.com/s/dhu97l88xgi1omscrm45y4ixz2twup1i
14,V* V1023 Tau,Hubble 4,Hubble 4,V* V1023 Tau,20151027,64.94808333333332,28.35938888888889,SDCH_20151027_0138.fits,81.35877227783203,157,86.21922302246094,165,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/i9ifpw2nplgocywrnfuo916sylyx0whb.gz,https://utexas.box.com/shared/static/bqexrkb0fod2ced0bid8lysr2329wm6b.gz,https://utexas.box.com/s/xodws6umxsr5i1kupqt6v2atgem30lp4
15,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151104,68.52112499999998,24.585166666666662,SDCH_20151104_0118.fits,55.63580703735352,108,54.20126724243164,104,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/d3q01bym0lb9o58af3cg8l4wmw42ccy0.gz,https://utexas.box.com/shared/static/vhau3sbxx6plz4le1k5gs4i7loaxfp5l.gz,https://utexas.box.com/s/toladntvjboq9076ofzo87t4nhoxirzj
16,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151105,68.537875,24.58680555555556,SDCH_20151105_0104.fits,49.88372802734375,96,45.63531112670898,87,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/3n35e3dzvqg4g9mknk5e2kxkcxwmcsoj.gz,https://utexas.box.com/shared/static/7ku373esr0eowto84w45iph6m1li4vq2.gz,https://utexas.box.com/s/5sur6vr0tgoam9vds4ixqm00e7icjj3h
17,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151106,68.53345833333331,24.59275,SDCH_20151106_0087.fits,53.28959655761719,103,49.33378601074219,94,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/pvfslosdd5u597cv19oiz8bt2aoncoi1.gz,https://utexas.box.com/shared/static/rx5lg3agvqgvztqa03osgbzraqgw0wyj.gz,https://utexas.box.com/s/ltso7rq4gj60dxarm0qnz77wlghzetfq
18,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151109,68.54333333333332,24.58202777777778,SDCH_20151109_0088.fits,47.86177444458008,92,43.84018707275391,84,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/7b0pm539aatakvesceajmxbkt1eq89br.gz,https://utexas.box.com/shared/static/aotc7gp16f12o5onm3w8bl6mj4cfp85h.gz,https://utexas.box.com/s/xzmwwrt26qwcchbvd43ew5f2w3fdq3bf
19,[HJS91] 665,J1-665,J1-665,2MASS J04315844+2543299,20151109,68.23970833333331,25.753222222222224,SDCH_20151109_0104.fits,55.22548675537109,106,52.44669342041016,100,,,15.960000038146973,,14.020999908447266,,,,,,https://utexas.box.com/shared/static/239w6bi53i11zv4fn68pbysso8y9lzls.gz,https://utexas.box.com/shared/static/aotc7gp16f12o5onm3w8bl6mj4cfp85h.gz,https://utexas.box.com/s/xzmwwrt26qwcchbvd43ew5f2w3fdq3bf
20,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20151111,68.51479166666665,24.585833333333333,SDCH_20151111_0070.fits,47.698951721191406,92,44.02886199951172,84,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/ghkcy61syqdqr3tc02r0c8y4d6k3713y.gz,https://utexas.box.com/shared/static/enzwbr296zw1rkbe6jyuv8l4ba7d9ys2.gz,https://utexas.box.com/s/lpx6wlyklruyd9m3a9y1mfz3ipmtlvif
21,EM* LkCa    4,LkCa 4,LkCa 4,EM* LkCa    4,20151117,64.35795833333333,28.16938888888889,SDCH_20151117_0205.fits,91.208251953125,176,89.09132385253906,170,,13.960000038146973,12.779999732971191,11.824999809265137,12.065400123596191,,,,,,https://utexas.box.com/shared/static/syh8ain0dl61kjhw4ioaw4q0zioyr1fe.gz,https://utexas.box.com/shared/static/gscxhaetao1dfb7wn3t43ze6b9e0ypvu.gz,https://utexas.box.com/s/osiq9w4tdb1sxqgahf33gtow6n99dorg
22,[HJS91] 507,J1-507,J1-507,[HJS91]  507,20151228,67.58587499999999,26.593888888888888,SDCH_20151228_0065.fits,55.1763801574707,106,56.24628448486328,107,17.350000381469727,,14.579999923706056,,12.981399536132812,,,,,,https://utexas.box.com/shared/static/mel30hx65zhh5xecfgy6w6he5oot8iuu.gz,https://utexas.box.com/shared/static/clwo478pgdrka6ubx1g8teveu5rugk7d.gz,https://utexas.box.com/s/inomgsbe5a516kax1fhbqtx0t5i8tn2u
23,V* UX Tau B ,UX Tau B,UX Tau B,V* UX Tau B,20160107,,,SDCH_20160107_0096.fits,14.63393497467041,28,14.842391967773438,28,,,11.510000228881836,13.329999923706056,12.63010025024414,,,,,,https://utexas.box.com/shared/static/ats32ugatpivctwq8fv0s6qeh3cpn0ta.gz,https://utexas.box.com/shared/static/8z53vutn3cji7izg1hy9kwhj44qv0wh3.gz,https://utexas.box.com/s/vqto0heeal0ylkxji60vyzw5gqzk3zqf
24,2MASS J04312405+1800215,MHO 4,MHO 4,2MASS J04312405+1800215,20160224,68.06195833333332,18.03888888888889,SDCH_20160224_0052.fits,19.44826889038086,37,18.826004028320312,36,,20.3799991607666,18.67799949645996,,15.983599662780762,14.31999969482422,,,,,https://utexas.box.com/shared/static/1b0l9limu6p9idjtncszjuup1bk4skta.gz,https://utexas.box.com/shared/static/o8scn0dxqgsqk2viwcej5udx00xj40i8.gz,https://utexas.box.com/s/poqc4clzmxticlh6b02mgr19vaj0kuoi
25,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161003,68.28754166666666,24.56727777777778,SDCH_20161003_0069.fits,64.98625183105469,125,50.77900695800781,98,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/7x1hg0wneatpll1n01xv9bhc2f6ujcka.gz,https://utexas.box.com/shared/static/wvw5tlk166g2jfx1vpxpnxk2b34q78ux.gz,https://utexas.box.com/s/mt1pxp48lsq7wmgk9yuipqphnshplvdb
26,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161003,64.691625,28.341472222222222,SDCH_20161003_0073.fits,89.84903717041016,173,82.81273651123047,159,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/bxy8pii89y3chbfbr1aodqam6b3l9h6k.gz,https://utexas.box.com/shared/static/wvw5tlk166g2jfx1vpxpnxk2b34q78ux.gz,https://utexas.box.com/s/mt1pxp48lsq7wmgk9yuipqphnshplvdb
27,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161003,68.05945833333332,18.343916666666665,SDCH_20161003_0077.fits,74.09512329101562,143,64.92896270751953,124,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/16kq3enlz7idonfdxh7q3p4epac01ioz.gz,https://utexas.box.com/shared/static/wvw5tlk166g2jfx1vpxpnxk2b34q78ux.gz,https://utexas.box.com/s/mt1pxp48lsq7wmgk9yuipqphnshplvdb
28,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161004,64.69262499999999,28.337027777777777,SDCH_20161004_0055.fits,70.31196594238281,135,59.822410583496094,114,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/u1ilf8aq0hhq1k32l2cjvpydo3x9f3qv.gz,https://utexas.box.com/shared/static/veepqjqzeu3pesmcaomtrvq6dg13hjgw.gz,https://utexas.box.com/s/njam8tfmc4ykslhe4wuhcr3d2e40sgo9
29,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161004,68.059125,18.339277777777777,SDCH_20161004_0065.fits,66.28564453125,128,52.69527816772461,101,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/kfbadmvajkfxgtt83189c7hk7e419w6u.gz,https://utexas.box.com/shared/static/veepqjqzeu3pesmcaomtrvq6dg13hjgw.gz,https://utexas.box.com/s/njam8tfmc4ykslhe4wuhcr3d2e40sgo9
30,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161004,68.28954166666666,24.564083333333333,SDCH_20161004_0069.fits,64.04251098632812,123,50.54064178466797,97,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/5vek1fsok5js6ctlk56qjgemrjpcmxeh.gz,https://utexas.box.com/shared/static/veepqjqzeu3pesmcaomtrvq6dg13hjgw.gz,https://utexas.box.com/s/njam8tfmc4ykslhe4wuhcr3d2e40sgo9
31,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161005,64.69558333333332,28.33738888888889,SDCH_20161005_0079.fits,56.50797271728516,109,53.946197509765625,103,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/n5kifq6lrxobmaua4m01mlvoz23m97bd.gz,https://utexas.box.com/shared/static/u7x1zlcs7qoiezlfwwmoadii49n6bl0j.gz,https://utexas.box.com/s/fmm0un92s8ommyvwihsomqo4qq59stak
32,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161005,68.06112499999999,18.33886111111111,SDCH_20161005_0087.fits,56.826263427734375,110,50.7271614074707,97,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/vb67asd6e5ckernr42wjgyrgs9pgeide.gz,https://utexas.box.com/shared/static/u7x1zlcs7qoiezlfwwmoadii49n6bl0j.gz,https://utexas.box.com/s/fmm0un92s8ommyvwihsomqo4qq59stak
33,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161005,68.29191666666665,24.56380555555556,SDCH_20161005_0093.fits,57.59729766845703,111,50.14546585083008,96,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/snu5cpif2nb4m27n6mmvxyzq554h1fkr.gz,https://utexas.box.com/shared/static/u7x1zlcs7qoiezlfwwmoadii49n6bl0j.gz,https://utexas.box.com/s/fmm0un92s8ommyvwihsomqo4qq59stak
34,V* V1312 Tau,LkCa 5,LkCa 5 ,V* V1312 Tau,20161005,64.41195833333332,28.54941666666667,SDCH_20161005_0135.fits,52.69529724121094,101,51.4922981262207,98,,15.56999969482422,13.260000228881836,13.119999885559082,12.671600341796877,,,,,,https://utexas.box.com/shared/static/1jf5dntun6vns91sxqlaqdgjb38onru8.gz,https://utexas.box.com/shared/static/u7x1zlcs7qoiezlfwwmoadii49n6bl0j.gz,https://utexas.box.com/s/fmm0un92s8ommyvwihsomqo4qq59stak
35,V* V1312 Tau,LkCa 5,LkCa 5,V* V1312 Tau,20161009,64.41158333333333,28.55183333333333,SDCH_20161009_0205.fits,64.2523193359375,124,61.42804718017578,117,,15.56999969482422,13.260000228881836,13.119999885559082,12.671600341796877,,,,,,https://utexas.box.com/shared/static/mgp32bxysp829l86t5tdae781ymvijqn.gz,https://utexas.box.com/shared/static/pq3zssd7qub370hth2dkhom16wgyk8xh.gz,https://utexas.box.com/s/au14fyqf78mnhqhkzuqitlw3bgpvoipb
36,EM* LkCa   21,LkCa 21,LkCa 21,EM* LkCa   21,20161009,65.51162499999998,28.428944444444447,SDCH_20161009_0211.fits,47.984657287597656,92,51.04291915893555,97,,10.9399995803833,,,12.30720043182373,,,,,,https://utexas.box.com/shared/static/jikrkghf93wbtcvqddh749m34r5yyngf.gz,https://utexas.box.com/shared/static/pq3zssd7qub370hth2dkhom16wgyk8xh.gz,https://utexas.box.com/s/au14fyqf78mnhqhkzuqitlw3bgpvoipb
37,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161015,64.69283333333333,28.33108333333333,SDCH_20161015_0071.fits,207.2947235107422,400,213.62564086914065,410,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/llmf2uwoh6ojot0d9zc9rj5prxeavlk5.gz,https://utexas.box.com/shared/static/qc1w4b3gvzejl01ems8852rmgbe399cy.gz,https://utexas.box.com/s/y7z1p2lmn7vgnt4iqre58eg3rbp9wfg3
38,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161015,68.28658333333333,24.560111111111112,SDCH_20161015_0095.fits,57.15348815917969,110,54.82435989379883,105,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/164hckc602aihazymt83oby0fsnet2hn.gz,https://utexas.box.com/shared/static/qc1w4b3gvzejl01ems8852rmgbe399cy.gz,https://utexas.box.com/s/y7z1p2lmn7vgnt4iqre58eg3rbp9wfg3
39,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161015,68.05524999999999,18.336416666666665,SDCH_20161015_0099.fits,62.11907196044922,120,62.72185134887695,120,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/640b8ieiz9ffarpxl68wanudptfzjvc0.gz,https://utexas.box.com/shared/static/qc1w4b3gvzejl01ems8852rmgbe399cy.gz,https://utexas.box.com/s/y7z1p2lmn7vgnt4iqre58eg3rbp9wfg3
40,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161016,68.29079166666666,24.56186111111112,SDCH_20161016_0062.fits,64.93997192382812,125,46.20517349243164,89,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/1wvy6eaq2xmpxxnd9kq1z2j6cs4gn3o8.gz,https://utexas.box.com/shared/static/o6jlbnd4ud8yqikyadxv1hcdbdftm4o9.gz,https://utexas.box.com/s/fc8t3yp78xx6lre56426ntrm3zc9gwtr
41,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161016,68.05941666666665,18.33925,SDCH_20161016_0090.fits,57.13981628417969,110,52.10806274414063,100,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/w8b38w2tetxk1gqoa45i7jd4pbti2753.gz,https://utexas.box.com/shared/static/o6jlbnd4ud8yqikyadxv1hcdbdftm4o9.gz,https://utexas.box.com/s/fc8t3yp78xx6lre56426ntrm3zc9gwtr
42,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161016,64.69629166666665,28.33794444444444,SDCH_20161016_0094.fits,67.13072204589844,129,69.38479614257812,133,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/eav1do5z13aa33ifj9helpgim71eeely.gz,https://utexas.box.com/shared/static/o6jlbnd4ud8yqikyadxv1hcdbdftm4o9.gz,https://utexas.box.com/s/fc8t3yp78xx6lre56426ntrm3zc9gwtr
43,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161017,68.28766666666665,24.5645,SDCH_20161017_0061.fits,203.03662109375,392,178.25131225585938,342,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/1rhahsnuduobg9ftndo5c0fldkfyhasp.gz,https://utexas.box.com/shared/static/76utm1sspbl6qzp9x8t7uhgq8z420oo4.gz,https://utexas.box.com/s/v7r8y1vkn5hxm1h91ulht6q12ro7l2an
44,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161017,68.05941666666665,18.341555555555555,SDCH_20161017_0079.fits,63.866004943847656,123,57.67951583862305,110,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/3mtm4mujtzu51he8yio9h4tifs3y3vem.gz,https://utexas.box.com/shared/static/76utm1sspbl6qzp9x8t7uhgq8z420oo4.gz,https://utexas.box.com/s/v7r8y1vkn5hxm1h91ulht6q12ro7l2an
45,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161017,64.69862499999999,28.33983333333333,SDCH_20161017_0087.fits,175.0207977294922,338,179.6707000732422,345,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/xetacjh4gwmh2uv58gza191gfby2o8au.gz,https://utexas.box.com/shared/static/76utm1sspbl6qzp9x8t7uhgq8z420oo4.gz,https://utexas.box.com/s/v7r8y1vkn5hxm1h91ulht6q12ro7l2an
46,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161018,64.69387499999999,28.33588888888889,SDCH_20161018_0066.fits,163.31356811523438,316,163.3446044921875,313,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/f6efq8a73cl47ivome87om1krm1ye5s4.gz,https://utexas.box.com/shared/static/dnrzsg7qff1eet2xhr6erogjxx65qb6r.gz,https://utexas.box.com/s/jx1u60d6tiq32c1iaqlsj3b43m62d5gg
47,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161018,68.05866666666665,18.338166666666663,SDCH_20161018_0080.fits,59.681182861328125,115,54.94352340698242,105,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/zebl4j9rz9jfr08ok7jwofvtns5ydj7l.gz,https://utexas.box.com/shared/static/dnrzsg7qff1eet2xhr6erogjxx65qb6r.gz,https://utexas.box.com/s/jx1u60d6tiq32c1iaqlsj3b43m62d5gg
48,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161018,68.28754166666666,24.56355555555556,SDCH_20161018_0084.fits,219.7910614013672,424,195.27294921875,375,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/1jarmnkafnoaj2kd4i25g79wf3yfw7e4.gz,https://utexas.box.com/shared/static/dnrzsg7qff1eet2xhr6erogjxx65qb6r.gz,https://utexas.box.com/s/jx1u60d6tiq32c1iaqlsj3b43m62d5gg
49,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161110,68.29087499999999,24.561722222222222,SDCH_20161110_0027.fits,147.19430541992188,284,137.80828857421875,265,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/1ikxnfk252kn11gv4vlnqc6lbzscaqg0.gz,https://utexas.box.com/shared/static/owph5f5uocefgvd4200l2998m6500ne0.gz,https://utexas.box.com/s/186wx94ahiuldpxsk46vzsmcbyzj9sq2
50,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20161110,64.69391666666665,28.33647222222222,SDCH_20161110_0038.fits,61.3140983581543,118,67.41598510742188,129,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/xr5lhs8zr7p30m00vp0v78g0berwopv3.gz,https://utexas.box.com/shared/static/owph5f5uocefgvd4200l2998m6500ne0.gz,https://utexas.box.com/s/186wx94ahiuldpxsk46vzsmcbyzj9sq2
51,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20161110,68.05899999999998,18.33802777777777,SDCH_20161110_0042.fits,37.9711799621582,73,38.56163787841797,73,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/75gbphf1aynwkfd3sa5h8joukkq8mkp2.gz,https://utexas.box.com/shared/static/owph5f5uocefgvd4200l2998m6500ne0.gz,https://utexas.box.com/s/186wx94ahiuldpxsk46vzsmcbyzj9sq2
52,V* UX Tau B ,UX Tau B,UX Tau B ,V* UX Tau B,20161110,67.51566666666666,18.23072222222222,SDCH_20161110_0074.fits,42.730125427246094,82,41.2105712890625,79,,,11.510000228881836,13.329999923706056,12.63010025024414,,,,,,https://utexas.box.com/shared/static/w9wc8sb6govjoofsyhlzfpny30qdfa9x.gz,https://utexas.box.com/shared/static/owph5f5uocefgvd4200l2998m6500ne0.gz,https://utexas.box.com/s/186wx94ahiuldpxsk46vzsmcbyzj9sq2
53,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20161111,68.29204166666666,24.562916666666663,SDCH_20161111_0072.fits,180.85894775390625,349,166.56100463867188,319,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/jq69dh5dwd3qj0k37k6flijrvtol6zbm.gz,https://utexas.box.com/shared/static/2hbhmzm1vq3gifjom4eetgzvi60g0w8v.gz,https://utexas.box.com/s/0nozsmwx9qqvqvee4oommh97q1h57va1
